tradeprice_sido_n1,date,region_cd,tradeprice_sido,year,month,building_type,construction_realized_amount,cd,spirit_deposit_rate,exchange_rate,composite_stock_price_index,economy_growth,exchequer_bond_three,household_loan_all,mortgage_all,numberofnosells,unsalenum_c
92.8,2013-04-01,47000,92.0,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,2270.0,673.0
93.3,2013-04-01,47000,92.9,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,2270.0,673.0
90.5,2013-04-01,11000,90.3,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,83.0,13.0
96.7,2013-04-01,11000,96.7,2013,4,3,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,83.0,13.0
86.2,2013-04-01,11000,86.0,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,83.0,13.0
98.7,2013-04-01,45000,98.7,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,14.0,14.0
97.9,2013-04-01,45000,97.8,2013,4,7,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,14.0,14.0
99.6,2013-04-01,45000,99.7,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,14.0,14.0
97.9,2013-04-01,45000,97.8,2013,4,3,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,14.0,14.0
90.0,2013-04-01,29000,89.8,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,119.0,3.0
91.4,2013-04-01,29000,91.3,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,119.0,3.0
96.7,2013-04-01,29000,96.6,2013,4,7,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,119.0,3.0
95.5,2013-04-01,29000,95.4,2013,4,3,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,119.0,3.0
94.6,2013-04-01,11000,94.4,2013,4,7,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,83.0,13.0
96.8,2013-04-01,30000,96.8,2013,4,3,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,315.0,315.0
97.4,2013-04-01,30000,97.3,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,315.0,315.0
97.6,2013-04-01,30000,97.5,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,315.0,315.0
96.2,2013-04-01,30000,96.4,2013,4,7,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,315.0,315.0
88.8,2013-04-01,41000,88.6,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,1091.0,1066.0
98.3,2013-04-01,41000,98.3,2013,4,3,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,1091.0,1066.0
97.3,2013-04-01,41000,97.3,2013,4,7,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,1091.0,1066.0
91.7,2013-04-01,41000,91.6,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,1091.0,1066.0
95.2,2013-04-01,46000,94.8,2013,4,3,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,0.0,0.0
96.8,2013-04-01,46000,96.7,2013,4,7,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,0.0,0.0
97.4,2013-04-01,46000,97.5,2013,4,0,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,0.0,0.0
98.7,2013-04-01,46000,98.8,2013,4,1,8105468.0,2.8,2.74,1108.1,1938.88,1.1,2.55,656479.2,401125.1,0.0,0.0
97.4,2013-05-01,30000,97.4,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1253.0,760.0
97.3,2013-05-01,41000,97.3,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,157.0,157.0
98.3,2013-05-01,41000,98.3,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,157.0,157.0
88.8,2013-05-01,41000,88.8,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,157.0,157.0
91.7,2013-05-01,41000,91.7,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,157.0,157.0
96.8,2013-05-01,30000,96.8,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1253.0,760.0
86.0,2013-05-01,11000,86.2,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,73.0,17.0
94.6,2013-05-01,11000,94.6,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,73.0,17.0
96.4,2013-05-01,11000,96.7,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,73.0,17.0
96.1,2013-05-01,30000,96.2,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1253.0,760.0
92.8,2013-05-01,28000,92.8,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,4920.0,2669.0
98.4,2013-05-01,28000,98.6,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,4920.0,2669.0
97.3,2013-05-01,43000,97.0,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
96.7,2013-05-01,29000,96.7,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1350.0,233.0
95.9,2013-05-01,29000,95.5,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1350.0,233.0
90.1,2013-05-01,29000,90.0,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1350.0,233.0
94.9,2013-05-01,36000,94.6,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,619.0,0.0
95.7,2013-05-01,36000,95.8,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,619.0,0.0
91.8,2013-05-01,36000,91.3,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,619.0,0.0
91.5,2013-05-01,29000,91.4,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1350.0,233.0
97.7,2013-05-01,45000,97.9,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1873.0,612.0
98.1,2013-05-01,44000,97.9,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,77.0,77.0
88.5,2013-05-01,28000,88.5,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,4920.0,2669.0
94.0,2013-05-01,48000,94.0,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3.0,3.0
97.9,2013-05-01,48000,97.8,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3.0,3.0
99.7,2013-05-01,48000,99.6,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3.0,3.0
100.2,2013-05-01,48000,100.1,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3.0,3.0
100.1,2013-05-01,28000,100.2,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,4920.0,2669.0
96.9,2013-05-01,44000,96.7,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,77.0,77.0
85.6,2013-05-01,50000,85.5,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,230.0,132.0
89.8,2013-05-01,50000,89.8,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,230.0,132.0
79.3,2013-05-01,50000,79.2,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,230.0,132.0
87.3,2013-05-01,50000,87.3,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,230.0,132.0
90.5,2013-05-01,27000,89.9,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,266.0,266.0
90.1,2013-05-01,27000,90.1,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,266.0,266.0
83.6,2013-05-01,27000,82.8,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,266.0,266.0
81.9,2013-05-01,27000,81.0,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,266.0,266.0
98.5,2013-05-01,46000,98.7,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
95.2,2013-05-01,46000,95.2,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
96.8,2013-05-01,46000,96.8,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
97.4,2013-05-01,46000,97.4,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
98.1,2013-05-01,45000,97.9,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1873.0,612.0
99.3,2013-05-01,45000,99.6,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1873.0,612.0
97.6,2013-05-01,44000,97.4,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,77.0,77.0
97.4,2013-05-01,44000,97.2,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,77.0,77.0
90.3,2013-05-01,11000,90.5,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,73.0,17.0
96.6,2013-05-01,43000,96.6,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
96.7,2013-05-01,43000,96.7,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
96.8,2013-05-01,43000,96.7,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
91.3,2013-05-01,42000,91.5,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3751.0,2061.0
94.9,2013-05-01,42000,94.9,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3751.0,2061.0
97.2,2013-05-01,36000,97.0,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,619.0,0.0
93.5,2013-05-01,47000,93.1,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,183.0,0.0
93.7,2013-05-01,47000,93.3,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,183.0,0.0
93.6,2013-05-01,47000,92.8,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,183.0,0.0
94.1,2013-05-01,47000,94.1,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,183.0,0.0
90.4,2013-05-01,26000,90.5,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
88.1,2013-05-01,26000,88.2,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
92.8,2013-05-01,26000,92.8,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
96.7,2013-05-01,26000,96.7,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,0.0,0.0
96.3,2013-05-01,42000,96.3,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3751.0,2061.0
93.5,2013-05-01,42000,93.6,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,3751.0,2061.0
98.5,2013-05-01,45000,98.7,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1873.0,612.0
93.5,2013-05-01,31000,93.4,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,81.0,81.0
95.3,2013-05-01,31000,95.1,2013,5,3,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,81.0,81.0
95.4,2013-05-01,31000,95.3,2013,5,7,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,81.0,81.0
94.1,2013-05-01,31000,94.0,2013,5,0,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,81.0,81.0
97.7,2013-05-01,30000,97.6,2013,5,1,8160143.0,2.72,2.65,1128.3,1974.45,1.1,2.59,659877.1,403096.1,1253.0,760.0
94.8,2013-06-01,47000,93.6,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
91.0,2013-06-01,27000,90.5,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1760.0,1483.0
84.5,2013-06-01,27000,83.6,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1760.0,1483.0
83.2,2013-06-01,27000,81.9,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1760.0,1483.0
90.0,2013-06-01,27000,90.1,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1760.0,1483.0
96.7,2013-06-01,26000,96.7,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,498.0,19.0
94.1,2013-06-01,31000,94.1,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,218.0,0.0
93.6,2013-06-01,31000,93.5,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,218.0,0.0
95.4,2013-06-01,31000,95.3,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,218.0,0.0
91.5,2013-06-01,41000,91.7,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
98.1,2013-06-01,41000,98.3,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
97.2,2013-06-01,41000,97.3,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
88.6,2013-06-01,41000,88.8,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
99.1,2013-06-01,45000,99.3,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,19.0,0.0
88.4,2013-06-01,28000,88.5,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,5223.0,2870.0
97.7,2013-06-01,45000,97.7,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,19.0,0.0
98.4,2013-06-01,45000,98.5,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,19.0,0.0
95.3,2013-06-01,46000,95.2,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,340.0,201.0
98.2,2013-06-01,46000,98.5,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,340.0,201.0
96.7,2013-06-01,46000,96.8,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,340.0,201.0
97.2,2013-06-01,46000,97.4,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,340.0,201.0
96.1,2013-06-01,11000,96.4,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,43.0,3.0
92.1,2013-06-01,36000,91.8,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,414.0,0.0
97.0,2013-06-01,36000,97.2,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,414.0,0.0
95.0,2013-06-01,36000,94.9,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,414.0,0.0
85.5,2013-06-01,11000,86.0,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,43.0,3.0
99.9,2013-06-01,28000,100.1,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,5223.0,2870.0
92.7,2013-06-01,28000,92.8,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,5223.0,2870.0
98.1,2013-06-01,45000,98.1,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,19.0,0.0
89.9,2013-06-01,11000,90.3,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,43.0,3.0
94.9,2013-06-01,42000,94.9,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1.0,1.0
95.6,2013-06-01,31000,95.4,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,218.0,0.0
97.2,2013-06-01,30000,97.4,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,315.0,315.0
97.4,2013-06-01,30000,97.7,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,315.0,315.0
96.8,2013-06-01,30000,96.8,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,315.0,315.0
79.3,2013-06-01,50000,79.3,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,744.0,605.0
90.4,2013-06-01,26000,90.4,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,498.0,19.0
88.0,2013-06-01,26000,88.1,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,498.0,19.0
91.5,2013-06-01,29000,91.5,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1233.0,210.0
96.0,2013-06-01,29000,95.9,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1233.0,210.0
96.7,2013-06-01,29000,96.7,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1233.0,210.0
90.0,2013-06-01,29000,90.1,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1233.0,210.0
96.3,2013-06-01,42000,96.3,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1.0,1.0
94.5,2013-06-01,11000,94.6,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,43.0,3.0
98.4,2013-06-01,44000,98.1,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,54.0,37.0
97.5,2013-06-01,44000,97.4,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,54.0,37.0
97.7,2013-06-01,44000,97.6,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,54.0,37.0
96.9,2013-06-01,44000,96.9,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,54.0,37.0
85.5,2013-06-01,50000,85.6,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,744.0,605.0
96.9,2013-06-01,43000,96.8,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,28.0,28.0
96.7,2013-06-01,43000,96.6,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,28.0,28.0
87.3,2013-06-01,50000,87.3,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,744.0,605.0
93.4,2013-06-01,42000,93.5,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1.0,1.0
91.2,2013-06-01,42000,91.3,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,1.0,1.0
97.9,2013-06-01,48000,97.9,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
94.2,2013-06-01,48000,94.0,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
100.2,2013-06-01,48000,100.2,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
99.7,2013-06-01,48000,99.7,2013,6,1,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
95.9,2013-06-01,30000,96.1,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,315.0,315.0
92.8,2013-06-01,26000,92.8,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,498.0,19.0
97.0,2013-06-01,43000,96.7,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,28.0,28.0
97.3,2013-06-01,43000,97.3,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,28.0,28.0
98.5,2013-06-01,28000,98.4,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,5223.0,2870.0
96.0,2013-06-01,36000,95.7,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,414.0,0.0
89.8,2013-06-01,50000,89.8,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,744.0,605.0
94.2,2013-06-01,47000,94.1,2013,6,7,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
93.9,2013-06-01,47000,93.5,2013,6,3,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
94.4,2013-06-01,47000,93.7,2013,6,0,9494188.0,2.69,2.63,1149.7,1884.41,1.1,2.87,666423.4,407010.9,0.0,0.0
92.6,2013-07-01,28000,92.7,2013,7,0,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,37.0,37.0
100.1,2013-07-01,48000,100.2,2013,7,3,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,97.0,6.0
94.2,2013-07-01,48000,94.2,2013,7,7,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,97.0,6.0
97.7,2013-07-01,45000,97.7,2013,7,7,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1982.0,700.0
98.3,2013-07-01,45000,98.4,2013,7,0,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1982.0,700.0
98.9,2013-07-01,45000,99.1,2013,7,1,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1982.0,700.0
98.3,2013-07-01,45000,98.1,2013,7,3,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1982.0,700.0
97.8,2013-07-01,48000,97.9,2013,7,0,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,97.0,6.0
99.6,2013-07-01,48000,99.7,2013,7,1,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,97.0,6.0
96.5,2013-07-01,46000,96.7,2013,7,7,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,0.0,0.0
96.9,2013-07-01,46000,97.2,2013,7,0,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,0.0,0.0
97.9,2013-07-01,46000,98.2,2013,7,1,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,0.0,0.0
95.4,2013-07-01,46000,95.3,2013,7,3,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,0.0,0.0
95.8,2013-07-01,11000,96.1,2013,7,3,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,195.0,70.0
79.1,2013-07-01,50000,79.3,2013,7,1,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,224.0,139.0
89.7,2013-07-01,50000,89.8,2013,7,3,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,224.0,139.0
87.3,2013-07-01,50000,87.3,2013,7,7,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,224.0,139.0
85.5,2013-07-01,50000,85.5,2013,7,0,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,224.0,139.0
95.3,2013-07-01,31000,95.6,2013,7,7,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1830.0,867.0
95.4,2013-07-01,31000,95.4,2013,7,3,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1830.0,867.0
94.0,2013-07-01,31000,94.1,2013,7,0,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1830.0,867.0
93.4,2013-07-01,31000,93.6,2013,7,1,7853665.0,2.68,2.6,1113.6,1871.77,0.8,2.91,667545.9,407221.4,1830.0,867.0
